genre	filename	sentence1	sentence2	score
main-captions	MSRvid	En man håller ett blad.	En kvinna tittar på tv.	0.0
main-captions	MSRvid	En person rider på en häst.	En kvinna skivar potatis.	0.0
main-captions	MSRvid	En kvinna skivar bläckfisk.	En man spelar gitarren.	0.0
main-captions	MSRvid	En man bryter vattenkannor.	En kvinna skalar vitlök.	0.2
main-captions	MSRvid	En man spelar en gitarr.	En kvinna skär grönsaken.	0.0
main-captions	MSRvid	En flicka äter en muffin.	En man skär en gurka.	0.0
main-captions	MSRvid	Den lilla flickan spelade på gräset med en hund och en boll.	En baby leker med en hund och bollen.	3.8
main-captions	MSRvid	Människor rider och paddlar en flotte.	Fyra personer flyter på en flotte.	2.25
main-captions	MSRvid	Damen klippte upp en potatoe.	En man skär en potatis.	2.4
main-captions	MSRvid	Missilen exploderade.	En raket exploderade.	3.2
main-captions	MSRvid	En hund leker i snön.	En hund tappar vid en fluga i mattan innan den.	1.6
main-captions	MSRvid	En kvinna dansar med andra kvinnor.	En kvinna strimlar kyckling.	0.4
main-captions	MSRvid	En pojke driver en skåpbil.	En person skära en tomat.	0.0
main-captions	MSRvid	En pojke gör några danssteg.	En pojke häller något från en kanna.	0.4
main-captions	MSRvid	En kvinna öppnar en läsk och dricker den.	En kvinna rider på en elefant.	0.6
main-captions	MSRvid	En man monterar högtalardelar.	En man spelar gitarren.	1.0
main-captions	MSRvid	Hunden gick längs kanten av poolen.	En hund går längs en pool.	4.6
main-captions	MSRvid	Smör läggs i en skål.	En man som klipper smör i en blandningsbunke.	4.25
main-captions	MSRvid	Tvättbjörnar äter.	En man äter.	1.5
main-captions	MSRvid	Någon föll av en häst.	En man blir slagen av en häst.	3.5
main-captions	MSRvid	En kvinna skalar ett äpple.	En man hoppar på en motorcykel.	0.0
main-captions	MSRvid	En man tar några matematikskurser.	En man sköljer en biff.	0.0
main-captions	MSRvid	Djur spelar i vatten.	Två män spelar ping pong.	0.0
main-captions	MSRvid	En man rider på en häst och hoppar över hinder.	En man sparkar en fotboll.	0.33299999999999996
main-captions	MSRvid	En person gör blyertspenna med sina hand.	En person skivar morötter i hälften.	0.33299999999999996
main-captions	MSRvid	Personen tända kamerorna i brand.	En person blåser fackla kameror.	3.333
main-captions	MSRvid	Mannen skivar tejpen från lådan.	En man skär upp en låda.	4.333
main-captions	MSRvid	En man fiskar i floden.	En man sjunger medan han går ner på trottoaren.	0.8
main-captions	MSRvid	En man cyklar.	En kvinna dansar på gatan.	0.2
main-captions	MSRvid	En man gör armhävningar.	En kvinna skär en bläckfisk.	0.0
main-captions	MSRvid	En man spelar gitarr.	En kvinna skär upp lite fläsk.	0.0
main-captions	MSRvid	Den lilla pojken sjunger och spelar gitarr.	En baby spelar en gitarr.	2.8
main-captions	MSRvid	En kvinna pulverar ansiktet.	Kvinnan knackar med fingrarna på bordet.	0.8
main-captions	MSRvid	En kvinna skalar en potatis.	En lejon går runt.	0.0
main-captions	MSRvid	En kvinna skjuter på ett gevär.	En man utför stunts.	0.25
main-captions	MSRvid	En kvinna lägger en girland över en mans axlar.	En man häller vatten över ett pilothuvud.	0.5
main-captions	MSRvid	En gammal kvinna skakar hand med en man.	En man och en kvinna skakar hand.	3.75
main-captions	MSRvid	Kvinnan vattenskidor.	En kvinna vaknar ombord på en sjö.	1.75
main-captions	MSRvid	Träd böjs i storm.	Träden drabbas av mycket hårda vindar.	2.667
main-captions	MSRvid	En man och kvinna rider i en bil.	En kvinna steker räkor.	0.4
main-captions	MSRvid	En man flyttar en träddel.	Kvinnan spelar fiolen.	0.0
main-captions	MSRvid	En man spelar piano.	En kvinna spelar fiolen.	1.0
main-captions	MSRvid	En person häller olja på en kastrull.	En person tärnar en lök.	0.8
main-captions	MSRvid	Djuret äter.	En kvinna dansar.	0.0
main-captions	MSRvid	Kvinnan går sin hund.	En kvinna går med sin hund ner på gatan.	4.0
main-captions	MSRvid	En grupp människor sjunger.	Vissa människor sjunger.	5.0
main-captions	MSRvid	Katten dricker mjölk.	En katt slickar från en tefat av mjölk.	4.4
main-captions	MSRvid	En flicka gör ögonlock.	En kvinna applicerar ögonskugga.	2.0
main-captions	MSRvid	Två män kämpar.	Två män kämpar med en form av kampsport.	2.8
main-captions	MSRvid	Militärbetjänaren skällde vid rekryteringarna.	En officer pratar med rekryter.	2.5
main-captions	MSRvid	Mannen sätter kyckling i behållaren.	En man lägger mat i en låda.	2.5
main-captions	MSRvid	En man binder på en stenografmaskin.	mannen använde en stenograf.	2.25
main-captions	MSRvid	En kvinna lägger pasta till en kruka med vatten.	En kvinna gör nudlar.	3.6
main-captions	MSRvid	En kvinna ligger på en filt på en sten och läser en bok.	En sittande kvinna sjunger en sång och spelar gitarr också.	1.2
main-captions	MSRvid	Två valpar leker med varandra.	Vissa män spelar fotboll.	0.2
main-captions	MSRvid	En man kör på ett fält.	En man klättrar upp ett rep.	1.0
main-captions	MSRvid	En man kramar någon.	En man tar en bild.	0.4
main-captions	MSRvid	Någon häller ingredienser i en kruka.	En man sätter grönsaker i en kruka.	2.8
main-captions	MSRvid	Ett par går.	Vissa män sågar.	0.0
main-captions	MSRvid	En person spelar en gitarr.	Mannen spelade sin gitarr.	3.0
main-captions	MSRvid	En person lägger till mat i en kastrull.	En kvinna sätter ris i en kastrull.	3.0
main-captions	MSRvid	En grupp pingviner går.	En stor mängd pingviner är på väg till havet.	2.8
main-captions	MSRvid	En man spelar en gitarr.	Någon hanterar en bulle.	0.0
main-captions	MSRvid	En hund hoppar på en trampolin.	En pojke spelar en gitarr.	0.0
main-captions	MSRvid	En man skakar en behållare över en diskbänk.	En man tömmer en plastbehållare.	2.2
main-captions	MSRvid	En man går med en häst.	En man leder en häst runt sin halter.	3.75
main-captions	MSRvid	Papper skärs med sax.	Ett papper skärs.	4.0
main-captions	MSRvid	En person skalar räkor.	Damen skalade räkorna.	3.5
main-captions	MSRvid	En man spelar en gitarr.	En man försöker läsa tidningen.	0.8
main-captions	MSRvid	En man som gör en säng på ett hotell.	En man håller ett djur.	0.8
main-captions	MSRvid	Hunden drog hundens svans och sedan hans ben.	En apa drog en hundsvans.	1.75
main-captions	MSRvid	En kvinna slår två ägg i en skål.	En person blandar ingredienser i en skål.	3.0
main-captions	MSRvid	En man hoppar rep utanför.	En kvinna skär en gurka.	0.0
main-captions	MSRvid	En person skära några lökar.	En hamster sjunger.	0.0
main-captions	MSRvid	En kvinna har en känguru.	En man i en hatt sjunger en sång.	0.0
main-captions	MSRvid	Fotbollsspelare sparkar en fotboll i målet.	En fotbollsspelare gör mål.	3.8
main-captions	MSRvid	En kvinna lagar mat.	En kvinna häller ingredienser i en stekpanna.	3.2
main-captions	MSRvid	En kvinna simmar på stranden.	En kvinna plaskar runt i havets vågor.	3.2
main-captions	MSRvid	En man bär en annan man.	En man sprayar en annan man med vatten från en slang.	0.8
main-captions	MSRvid	Kvinnan lägger pasta i en maträtt.	En kvinna drar någon slags klibbig goo ur en skål.	1.5
main-captions	MSRvid	En man håller upp och pratar om en grå You Tube T-shirt.	En man visar en t-shirt.	2.75
main-captions	MSRvid	Någon häller olivolja i en skål med tomatkilar.	Mannen hällde olja på tomatskivorna.	3.75
main-captions	MSRvid	En man spelar gitarren.	Mannen spelade sin gitarr med en vän.	3.2
main-captions	MSRvid	Någon kokar okra i en kruka.	Någon häller olivolja i en skål med tomatkilar.	0.8
main-captions	MSRvid	En person skalar en potatis.	En katt slickar en liten flaska.	0.0
main-captions	MSRvid	En katt hoppar in i en låda.	En ung man pratar med ett blad.	0.0
main-captions	MSRvid	Kvinnan smaksätter oljan.	En kvinna häller ingredienser i en skål.	1.4
main-captions	MSRvid	En katt glider upp och ner under en soffa.	En katt kryper under ett möbel på ryggen.	3.2
main-captions	MSRvid	En kvinna dansar medan en man spelar på tangentbordet.	En kvinna dansar på en scen.	2.2
main-captions	MSRvid	En kock städar upp en skål med soppa.	En man torkar kanten av en skål.	2.533
main-captions	MSRvid	En explosion blomstrar i öknen.	Ett kärnvapen exploderar i en öken.	3.4
main-captions	MSRvid	En kvinna skivar en citron.	En man pratar in i en mikrofon.	0.0
main-captions	MSRvid	En överviktig man hoppar över rep.	En ung man dansar.	0.8
main-captions	MSRvid	Damen knäckte två råa ägg.	Kvinnan knäcker ägg i en skål.	3.2
main-captions	MSRvid	En man skärper en blyertspenna med en kniv.	En kvinna dansar i regnet.	0.0
main-captions	MSRvid	Plastleksaker flyter i vatten.	Damarna utför en dans.	0.0
main-captions	MSRvid	Sköldpaddan följde fisken.	En havssköldpadda jagar efter fisk.	3.0
main-captions	MSRvid	Kvinnan penna på ögonskugga.	Flickan använder en ögonblyertspenna på ögonlocket.	2.8
main-captions	MSRvid	En man knyter skorna.	En hund rider på cyklarnas axlar.	0.0
main-captions	MSRvid	En kvinna skivar kött med en kniv.	En man sprider ut deg.	0.41700000000000004
main-captions	MSRvid	En hund springer på marken.	En flicka knackar på fingernaglarna.	0.0
main-captions	MSRvid	En man klappar på en bunden hund.	En man visar sin hund till kameran.	1.0
main-captions	MSRvid	En kvinna går på en öppen mark med en husdjurshund som vissa andra hundar följer dem.	En man går med flera hundar.	2.0
main-captions	MSRvid	En kvinna hackar vitlök.	En person städar en disk.	0.0
main-captions	MSRvid	Två lag spelar fotboll.	Olika uppsättningar lag spelar fotboll på ett fält.	2.5
main-captions	MSRvid	En råtta som varelse luktar runt.	Ett djur går på marken.	2.0
main-captions	MSRvid	Två Sumo-ringare slåss mot varandra.	En man rider en vattenleksak i vattnet.	0.0
main-captions	MSRvid	En man lägger sig på marken och riktar en gevär.	En man sprider smör på en tortilla.	0.0
main-captions	MSRvid	Ett par springer mot havet.	En man och en kvinna springer tillsammans och håller händerna.	2.818
main-captions	MSRvid	En kvinna hugger ett hårt ägg.	En person klipper kokt ägg i bitar.	3.533
main-captions	MSRvid	Två robotar delar en kyss.	En manlig och kvinnlig robot kysser.	3.8
main-captions	MSRvid	En katt försöker röra en hund.	Katten retade hunden genom att röra vid huvudet.	3.25
main-captions	MSRvid	Noshörningen betade på gräset.	En noshörning betar i ett fält.	4.0
main-captions	MSRvid	Mannen körde sin lilla röda bil runt i trafiken.	Hunden sprang i vattnet vid stranden.	0.0
main-captions	MSRvid	En man skär bröd.	En man gör trick med en fotboll.	1.0
main-captions	MSRvid	En katt snurrar snabbt ett barn i huvudet.	En katt och en pojke leker tillsammans.	2.6
main-captions	MSRvid	En katt leker i en låda.	Hunden leker med golvrensaren.	1.4
main-captions	MSRvid	Paret dansade i kyrkan.	Ett par långsamma danser.	3.2
main-captions	MSRvid	En man klappar en alligator på munnen.	En person dumpar hackade grönsaker i en kruka på spisen.	0.0
main-captions	MSRvid	En person kontrollerar lite rispudding.	En häst springer.	0.0
main-captions	MSRvid	En kvinna rör om två ägg i en glasskål.	En ung flicka sjunger på en scen.	0.0
main-captions	MSRvid	Mannen spelar trummorna.	En man häller renare i sin handfat.	0.0
main-captions	MSRvid	En man skär en peppar.	En person skär en stor grön paprika isär.	3.8
main-captions	MSRvid	En kvinna talar på teckenspråk.	En kvinna kryddar lite skaldjur.	0.643
main-captions	MSRvid	En pojke kryper in i ett hundhus.	En katt leker på golvet.	0.0
main-captions	MSRvid	Flickan flög draken medan hon sprang uppför en kulle.	En flicka tappar draken.	2.25
main-captions	MSRvid	En kvinna placerar mat i en kruka med varmt vatten.	En kvinna stekar kött.	1.25
main-captions	MSRvid	En liten apa går genom vattnet.	En apa vader över en träsk.	3.4
main-captions	MSRvid	En man cyklar.	En pandabjörn äter.	0.0
main-captions	MSRvid	En ung man sjunger och spelar piano.	Mannen skriver ett brev.	0.2
main-captions	MSRvid	En pojke tar av sig sina solglasögon.	En pojke skriker.	0.5
main-captions	MSRvid	En flicka spelar ett piano.	En pojke gör armhävningar.	0.0
main-captions	MSRvid	Damen skivade en tomatoe.	Någon skär en tomat.	4.0
main-captions	MSRvid	Någon har en igelkott.	En lök skivas.	0.0
main-captions	MSRvid	En kvinna skalar en potatis.	En kvinna grillar ananas.	1.0
main-captions	MSRvid	En katt dricker lite vatten.	En lastbil går nerför en kulle.	0.0
main-captions	MSRvid	En person lägger salt och peppar på ett stycke fläsk.	En ung sitter på ett piano.	0.0
main-captions	MSRvid	Mannen satt i stolen och stirrade.	Den lilla flickan lägger håret i en ponnysvans.	0.0
main-captions	MSRvid	En kvinna tärnar en potatis.	En kvinna skär tofu i små bitar.	1.8
main-captions	MSRvid	En baby kryper glatt.	En baby nysade och skrämde en annan baby.	1.2
main-captions	MSRvid	En person stekar ett kött i pannan.	En man skär en grönsak.	0.6
main-captions	MSRvid	En man tittar ut genom ett fönster.	En kvinna simmar i vattnet.	0.25
main-captions	MSRvid	En sittande man spelar gitarren.	En man spelar en akustisk gitarr och sjunger i en mikrofon.	3.25
main-captions	MSRvid	En kvinna skär en lök med en kniv.	En man förbereder någon maträtt.	1.25
main-captions	MSRvid	En ryttare springer och hoppar sin häst.	En kvinna hoppar hinder på en häst.	4.0
main-captions	MSRvid	En pojke spelar ett tangentbord.	En pojke sitter i ett rum och spelar ett piano vid lampljus.	3.25
main-captions	MSRvid	Två män kämpar.	Mannen tränar.	0.75
main-captions	MSRvid	En man spelar en träflöjt medan flera andra män spelar bongotrummor.	En man spelar en flöjt.	3.25
main-captions	MSRvid	En person klappar på en apa.	En man håller en långsam loris.	1.2
main-captions	MSRvid	Två tecknade kaniner kysser.	En kanin kysser en annan kanin.	3.8
main-captions	MSRvid	Igelkotten tuggade på handduken.	En igelkott biter på en filt.	3.4
main-captions	MSRvid	En katt slickar sig själv.	En man skär en vit lök med en mandolskiva.	0.0
main-captions	MSRvid	Ett litet marsvin gnagar och äter en bit morot på golvet.	Ett marsvin äter en morot.	3.5
main-captions	MSRvid	Fyra pojkar står framför den brinnande bilen.	Fyra unga män står still medan en bil exploderar bakom dem.	3.75
main-captions	MSRvid	En man röker.	Mannen satt i sin kostym och rökte.	4.0
main-captions	MSRvid	En kvinna lägger sås till lite mat.	En person skär blad.	0.2
main-captions	MSRvid	Tre barn äter maten.	Hjorten hoppade över staketet.	0.0
main-captions	MSRvid	En ubåt går genom vatten.	En baby somnar.	0.0
main-captions	MSRvid	En man springer på en gata.	En man spelar gitarr.	0.8
main-captions	MSRvid	En person skär en lök.	En katt pooping in på en toalett.	0.0
main-captions	MSRvid	En grävling gräver i smutsen.	En man flyttar stora stenar.	0.0
main-captions	MSRvid	En kvinna skivar stor paprika.	En hund rör sig om munnen.	0.0
main-captions	MSRvid	En man cyklar.	En man cyklar.	5.0
main-captions	MSRvid	En man och en kvinna kysser varandra.	En man och en kvinna pratar med varandra.	0.6
main-captions	MSRvid	En kvinna skär en lök.	En kvinna skär en lök.	4.2
main-captions	MSRvid	En liten pojke leker med en hund.	En baby leker med en hund.	3.75
main-captions	MSRvid	Mannen ritar.	En man ritar.	5.0
main-captions	MSRvid	En man skär en potatis.	En kvinna skär en tomat.	1.25
main-captions	MSRvid	En pojke spelar en gitarr.	Ett barn spelar en gitarr.	3.6
main-captions	MSRvid	En kvinna skär en lök.	En kvinna skär genom en lök.	5.0
main-captions	MSRvid	Ett leksakståg slår en leksaksbil.	Ett leksakståg slår en leksaksbil.	5.0
main-captions	MSRvid	En man spelar gitarren.	En man spelar flöjten.	2.2
main-captions	MSRvid	En katt öppnar en låda och klättrar inuti.	En katt öppnar en låda och klättrar inuti.	5.0
main-captions	MSRvid	En kvinna steker en mat.	En kvinna friterar mat.	4.25
main-captions	MSRvid	En man tärnar en lök.	En kvinna skär en lök.	2.5
main-captions	MSRvid	En flicka spelar en gitarr.	En man spelar en gitarr.	2.8
main-captions	MSRvid	En flicka sjunger på scenen.	En man sjunger på scenen.	2.8
main-captions	MSRvid	En kvinna rider på en häst.	En kvinna rider på ett åsna.	2.8
main-captions	MSRvid	En flicka spelar en gitarr.	En man spelar en gitarr.	2.8
